Time,F_2_Z_2,F_1_Z_8A,F_2_Z_4,F_3_Z_1
31-05-2016 00:00,0.000,0.000,0.000,0.000
31-05-2016 05:20,0.000,0.000,0.000,0.000
31-05-2016 05:25,0.000,0.000,0.000,0.000
31-05-2016 05:30,0.000,0.000,0.000,0.000
31-05-2016 05:35,0.000,0.000,0.000,0.000
31-05-2016 05:40,0.000,0.000,0.000,0.000
31-05-2016 05:45,0.000,0.000,0.000,0.000
31-05-2016 05:50,0.000,0.000,0.000,0.000
31-05-2016 05:55,0.000,0.000,0.000,0.000
31-05-2016 06:00,0.000,0.000,0.000,0.000
31-05-2016 06:05,0.000,0.000,0.000,0.000
31-05-2016 06:10,0.000,0.000,0.000,0.000
31-05-2016 06:15,0.000,0.000,0.000,0.000
31-05-2016 06:20,0.000,0.000,0.000,0.000
31-05-2016 06:25,0.000,0.000,0.000,0.000
31-05-2016 06:30,0.000,0.000,0.000,0.000
31-05-2016 06:35,0.000,0.000,0.000,0.000
31-05-2016 06:40,0.000,0.000,0.000,0.000
31-05-2016 06:45,0.000,0.000,0.000,0.000
31-05-2016 06:50,0.000,0.000,0.000,0.000
31-05-2016 06:55,0.000,0.000,0.000,0.000
31-05-2016 07:00,0.000,0.000,0.000,0.000
31-05-2016 07:05,0.000,0.000,0.000,0.000
31-05-2016 07:10,0.000,0.000,0.000,0.000
31-05-2016 07:15,0.000,0.000,0.000,0.000
31-05-2016 07:20,0.000,0.000,0.000,0.000
31-05-2016 07:25,0.000,0.000,0.000,0.000
31-05-2016 07:30,0.000,0.000,0.000,0.000
31-05-2016 07:35,0.000,0.000,0.000,0.000
31-05-2016 07:40,0.000,0.000,0.000,0.000
31-05-2016 07:45,0.000,0.000,0.000,0.000
31-05-2016 07:50,0.000,0.000,0.000,0.000
31-05-2016 07:55,0.000,0.000,0.000,0.000
31-05-2016 08:00,0.000,0.000,0.000,0.000
31-05-2016 08:05,0.000,0.000,0.000,0.000
31-05-2016 08:10,0.000,0.000,0.000,0.000
31-05-2016 08:15,0.000,0.000,0.000,0.000
31-05-2016 08:20,0.000,0.000,0.000,0.000
31-05-2016 08:25,0.000,0.000,0.000,0.000
31-05-2016 08:30,0.000,0.000,0.000,0.000
31-05-2016 08:35,0.000,0.000,0.000,0.000
31-05-2016 08:40,0.000,0.000,0.000,0.000
31-05-2016 08:45,0.000,0.000,0.000,0.000
31-05-2016 08:50,0.000,0.000,0.000,0.000
31-05-2016 08:55,0.000,0.000,0.000,0.000
31-05-2016 09:00,0.000,0.000,0.000,0.000
31-05-2016 09:05,0.000,0.000,0.000,0.000
31-05-2016 09:10,0.000,0.000,0.000,0.000
31-05-2016 09:15,0.000,0.000,0.000,0.000
31-05-2016 09:20,0.000,0.000,0.000,0.000
31-05-2016 09:25,0.000,0.000,0.000,0.000
31-05-2016 09:30,0.000,0.000,0.000,0.000
31-05-2016 09:35,0.000,0.000,0.000,0.000
31-05-2016 09:40,0.000,0.000,0.000,0.000
31-05-2016 09:45,0.000,0.000,0.000,0.000
31-05-2016 09:50,0.000,0.000,0.000,0.000
31-05-2016 09:55,0.000,0.000,0.000,0.000
31-05-2016 10:00,0.000,0.000,0.000,0.000
31-05-2016 10:05,0.000,0.000,0.000,0.000
31-05-2016 10:10,0.000,0.000,0.000,0.000
31-05-2016 10:15,0.000,0.000,0.000,0.000
31-05-2016 10:20,0.000,0.000,0.000,0.000
31-05-2016 10:25,0.000,0.000,0.000,0.000
31-05-2016 10:30,0.000,0.000,0.000,0.000
31-05-2016 10:35,0.000,0.000,0.000,0.000
31-05-2016 10:40,0.000,0.000,0.000,0.000
31-05-2016 10:45,0.000,0.000,0.000,0.000
31-05-2016 10:50,0.000,0.000,0.000,0.000
31-05-2016 10:55,0.000,0.000,0.000,0.000
31-05-2016 11:00,0.000,0.000,0.000,0.000
31-05-2016 11:05,0.000,0.000,0.000,0.000
31-05-2016 11:10,0.000,0.000,0.000,0.000
31-05-2016 11:15,0.000,0.000,0.000,0.000
31-05-2016 11:20,0.000,0.000,0.000,0.000
31-05-2016 11:25,0.000,0.000,0.000,0.000
31-05-2016 11:30,0.000,0.000,0.000,0.000
31-05-2016 11:35,0.000,0.000,0.000,0.000
31-05-2016 11:40,0.000,0.000,0.000,0.000
31-05-2016 11:45,0.000,0.000,0.000,0.000
31-05-2016 11:50,0.000,0.000,0.000,0.000
31-05-2016 11:55,0.000,0.000,0.000,0.000
31-05-2016 12:00,0.000,0.000,0.000,0.000
31-05-2016 12:05,0.000,0.000,0.000,0.000
31-05-2016 12:10,0.000,0.000,0.000,0.000
31-05-2016 12:15,0.000,0.000,0.000,0.000
31-05-2016 12:20,0.000,0.000,0.000,0.000
31-05-2016 12:25,0.000,0.000,0.000,0.000
31-05-2016 12:30,0.000,0.000,0.000,0.000
31-05-2016 12:35,0.000,0.000,0.000,0.000
31-05-2016 12:40,0.000,0.000,0.000,0.000
31-05-2016 12:45,0.000,0.000,0.000,0.000
31-05-2016 12:50,0.000,0.000,0.000,0.000
31-05-2016 12:55,0.000,0.000,0.000,0.000
31-05-2016 13:00,0.000,0.000,0.000,0.000
31-05-2016 13:05,0.000,0.000,0.000,0.000
31-05-2016 13:10,0.000,0.000,0.000,0.000
31-05-2016 13:15,0.000,0.000,0.000,0.000
31-05-2016 13:20,0.000,0.000,0.000,0.000
31-05-2016 13:25,0.000,0.000,0.000,0.000
31-05-2016 13:30,0.000,0.000,0.000,0.000
31-05-2016 13:35,0.000,0.000,0.000,0.000
31-05-2016 13:40,0.000,0.000,0.000,0.000
31-05-2016 13:45,0.000,0.000,0.000,0.000
31-05-2016 13:50,0.000,0.000,0.000,0.000
31-05-2016 13:55,0.000,0.000,0.000,0.000
31-05-2016 14:00,0.000,0.000,0.000,0.000
31-05-2016 14:05,0.000,0.000,0.000,0.000
31-05-2016 14:10,0.000,0.000,0.000,0.000
31-05-2016 14:15,0.000,0.000,0.000,0.000
31-05-2016 14:20,0.000,0.000,0.000,0.000
31-05-2016 14:25,0.000,0.000,0.000,0.000
31-05-2016 14:30,0.000,0.000,0.000,0.000
31-05-2016 14:35,0.000,0.000,0.000,0.000
31-05-2016 14:40,0.000,0.000,0.000,0.000
31-05-2016 14:45,0.000,0.000,0.000,0.000
31-05-2016 14:50,0.000,0.000,0.000,0.000
31-05-2016 14:55,0.000,0.000,0.000,0.000
31-05-2016 15:00,0.000,0.000,0.000,0.000
31-05-2016 15:05,0.000,0.000,0.000,0.000
31-05-2016 15:10,0.000,0.000,0.000,0.000
31-05-2016 15:15,0.000,0.000,0.000,0.000
31-05-2016 15:20,0.000,0.000,0.000,0.000
31-05-2016 15:25,0.000,0.000,0.000,0.000
31-05-2016 15:30,0.000,0.000,0.000,0.000
31-05-2016 15:35,0.000,0.000,0.000,0.000
31-05-2016 15:40,0.000,0.000,0.000,0.000
31-05-2016 15:45,0.000,0.000,0.000,0.000
31-05-2016 15:50,0.000,0.000,0.000,0.000
31-05-2016 15:55,0.000,0.000,0.000,0.000
31-05-2016 16:00,0.000,0.000,0.000,0.000
31-05-2016 16:05,0.000,0.000,0.000,0.000
31-05-2016 16:10,0.000,0.000,0.000,0.000
31-05-2016 16:15,0.000,0.000,0.000,0.000
31-05-2016 16:20,0.000,0.000,0.000,0.000
31-05-2016 16:25,0.000,0.000,0.000,0.000
31-05-2016 16:30,0.000,0.000,0.000,0.000
31-05-2016 16:35,0.000,0.000,0.000,0.000
31-05-2016 16:40,0.000,0.000,0.000,0.000
31-05-2016 16:45,0.000,0.000,0.000,0.000
31-05-2016 16:50,0.000,0.000,0.000,0.000
31-05-2016 16:55,0.000,0.000,0.000,0.000
31-05-2016 17:00,0.000,0.000,0.000,0.000
31-05-2016 17:05,0.000,0.000,0.000,0.000
31-05-2016 17:10,0.000,0.000,0.000,0.000
31-05-2016 17:15,0.000,0.000,0.000,0.000
31-05-2016 17:20,0.000,0.000,0.000,0.000
31-05-2016 17:25,0.000,0.000,0.000,0.000
31-05-2016 17:30,0.000,0.000,0.000,0.000
31-05-2016 17:35,0.000,0.000,0.000,0.000
31-05-2016 17:40,0.000,0.000,0.000,0.000
31-05-2016 17:45,0.000,0.000,0.000,0.000
31-05-2016 17:50,0.000,0.000,0.000,0.000
31-05-2016 17:55,0.000,0.000,0.000,0.000
31-05-2016 18:00,0.000,0.000,0.000,0.000
31-05-2016 18:05,0.000,0.000,0.000,0.000
31-05-2016 18:10,0.000,0.000,0.000,0.000
31-05-2016 18:15,0.000,0.000,0.000,0.000
31-05-2016 18:20,0.000,0.000,0.000,0.000
31-05-2016 18:25,0.000,0.000,0.000,0.000
31-05-2016 18:30,0.000,0.000,0.000,0.000
31-05-2016 18:35,0.000,0.000,0.000,0.000
31-05-2016 18:40,0.000,0.000,0.000,0.000
31-05-2016 18:45,0.000,0.000,0.000,0.000
31-05-2016 18:50,0.000,0.000,0.000,0.000
31-05-2016 18:55,0.000,0.000,0.000,0.000
31-05-2016 19:00,0.000,0.000,0.000,0.000
31-05-2016 19:05,0.000,0.000,0.000,0.000
31-05-2016 19:10,0.000,0.000,0.000,0.000
31-05-2016 19:15,0.000,0.000,0.000,0.000
31-05-2016 19:20,0.000,0.000,0.000,0.000
31-05-2016 19:25,0.000,0.000,0.000,0.000
31-05-2016 19:30,0.000,0.000,0.000,0.000
31-05-2016 19:35,0.000,0.000,0.000,0.000
31-05-2016 19:40,0.000,0.000,0.000,0.000
31-05-2016 19:45,0.000,0.000,0.000,0.000
31-05-2016 19:50,0.000,0.000,0.000,0.000
31-05-2016 19:55,0.000,0.000,0.000,0.000
31-05-2016 20:00,0.000,0.000,0.000,0.000
31-05-2016 20:05,0.000,0.000,0.000,0.000
31-05-2016 20:10,0.000,0.000,0.000,0.000
31-05-2016 20:15,0.000,0.000,0.000,0.000
31-05-2016 20:20,0.000,0.000,0.000,0.000
31-05-2016 20:25,0.000,0.000,0.000,0.000
31-05-2016 20:30,0.000,0.000,0.000,0.000
31-05-2016 20:35,0.000,0.000,0.000,0.000
31-05-2016 20:40,0.000,0.000,0.000,0.000
31-05-2016 20:45,0.000,0.000,0.000,0.000
31-05-2016 20:50,0.000,0.000,0.000,0.000
31-05-2016 20:55,0.000,0.000,0.000,0.000
31-05-2016 21:00,0.000,0.000,0.000,0.000
31-05-2016 21:05,0.000,0.000,0.000,0.000
31-05-2016 21:10,0.000,0.000,0.000,0.000
31-05-2016 21:15,0.000,0.000,0.000,0.000
31-05-2016 21:20,0.000,0.000,0.000,0.000
31-05-2016 21:25,0.000,0.000,0.000,0.000
31-05-2016 21:30,0.000,0.000,0.000,0.000
31-05-2016 21:35,0.000,0.000,0.000,0.000
31-05-2016 21:40,0.000,0.000,0.000,0.000
31-05-2016 21:45,0.000,0.000,0.000,0.000
31-05-2016 21:50,0.000,0.000,0.000,0.000
31-05-2016 21:55,0.000,0.000,0.000,0.000
31-05-2016 22:00,0.000,0.000,0.000,0.000
31-05-2016 22:05,0.000,0.000,0.000,0.000
31-05-2016 22:10,0.000,0.000,0.000,0.000
31-05-2016 22:15,0.000,0.000,0.000,0.000
31-05-2016 22:20,0.000,0.000,0.000,0.000
31-05-2016 22:25,0.000,0.000,0.000,0.000
31-05-2016 22:30,0.000,0.000,0.000,0.000
31-05-2016 22:35,0.000,0.000,0.000,0.000
31-05-2016 22:40,0.000,0.000,0.000,0.000
31-05-2016 22:45,0.000,0.000,0.000,0.000
31-05-2016 22:50,0.000,0.000,0.000,0.000
31-05-2016 22:55,0.000,0.000,0.000,0.000
31-05-2016 23:00,0.000,0.000,0.000,0.000
31-05-2016 23:05,0.000,0.000,0.000,0.000
31-05-2016 23:10,0.000,0.000,0.000,0.000
31-05-2016 23:15,0.000,0.000,0.000,0.000
31-05-2016 23:20,0.000,0.000,0.000,0.000
31-05-2016 23:25,0.000,0.000,0.000,0.000
31-05-2016 23:30,0.000,0.000,0.000,0.000
31-05-2016 23:35,0.000,0.000,0.000,0.000
31-05-2016 23:40,0.000,0.000,0.000,0.000
31-05-2016 23:45,0.000,0.000,0.000,0.000
31-05-2016 23:50,0.000,0.000,0.000,0.000
31-05-2016 23:55,0.000,0.000,0.000,0.000
01-06-2016 00:00,0.000,0.000,0.000,0.000
01-06-2016 00:05,0.000,0.000,0.000,0.000
01-06-2016 00:10,0.000,0.000,0.000,0.000
01-06-2016 00:15,0.000,0.000,0.000,0.000
01-06-2016 00:20,0.000,0.000,0.000,0.000
01-06-2016 00:25,0.000,0.000,0.000,0.000
01-06-2016 00:30,0.000,0.000,0.000,0.000
01-06-2016 00:35,0.000,0.000,0.000,0.000
01-06-2016 00:40,0.000,0.000,0.000,0.000
01-06-2016 00:45,0.000,0.000,0.000,0.000
01-06-2016 00:50,0.000,0.000,0.000,0.000
01-06-2016 00:55,0.000,0.000,0.000,0.000
01-06-2016 01:00,0.000,0.000,0.000,0.000
01-06-2016 01:05,0.000,0.000,0.000,0.000
01-06-2016 01:10,0.000,0.000,0.000,0.000
01-06-2016 01:15,0.000,0.000,0.000,0.000
01-06-2016 01:20,0.000,0.000,0.000,0.000
01-06-2016 01:25,0.000,0.000,0.000,0.000
01-06-2016 01:30,0.000,0.000,0.000,0.000
01-06-2016 01:35,0.000,0.000,0.000,0.000
01-06-2016 01:40,0.000,0.000,0.000,0.000
01-06-2016 01:45,0.000,0.000,0.000,0.000
01-06-2016 01:50,0.000,0.000,0.000,0.000
01-06-2016 01:55,0.000,0.000,0.000,0.000
01-06-2016 02:00,0.000,0.000,0.000,0.000
01-06-2016 02:05,0.000,0.000,0.000,0.000
01-06-2016 02:10,0.000,0.000,0.000,0.000
01-06-2016 02:15,0.000,0.000,0.000,0.000
01-06-2016 02:20,0.000,0.000,0.000,0.000
01-06-2016 02:25,0.000,0.000,0.000,0.000
01-06-2016 02:30,0.000,0.000,0.000,0.000
01-06-2016 02:35,0.000,0.000,0.000,0.000
01-06-2016 02:40,0.000,0.000,0.000,0.000
01-06-2016 02:45,0.000,0.000,0.000,0.000
01-06-2016 02:50,0.000,0.000,0.000,0.000
01-06-2016 02:55,0.000,0.000,0.000,0.000
01-06-2016 03:00,0.000,0.000,0.000,0.000
01-06-2016 03:05,0.000,0.000,0.000,0.000
01-06-2016 03:10,0.000,0.000,0.000,0.000
01-06-2016 03:15,0.000,0.000,0.000,0.000
01-06-2016 03:20,0.000,0.000,0.000,0.000
01-06-2016 03:25,0.000,0.000,0.000,0.000
01-06-2016 03:30,0.000,0.000,0.000,0.000
01-06-2016 03:35,0.000,0.000,0.000,0.000
01-06-2016 03:40,0.000,0.000,0.000,0.000
01-06-2016 03:45,0.000,0.000,0.000,0.000
01-06-2016 03:50,0.000,0.000,0.000,0.000
01-06-2016 03:55,0.000,0.000,0.000,0.000
01-06-2016 04:00,0.000,0.000,0.000,0.000
01-06-2016 04:05,0.000,0.000,0.000,0.000
01-06-2016 04:10,0.000,0.000,0.000,0.000
01-06-2016 04:15,0.000,0.000,0.000,0.000
01-06-2016 04:20,0.000,0.000,0.000,0.000
01-06-2016 04:25,0.000,0.000,0.000,0.000
01-06-2016 04:30,0.000,0.000,0.000,0.000
01-06-2016 04:35,0.000,0.000,0.000,0.000
01-06-2016 04:40,0.000,0.000,0.000,0.000
01-06-2016 04:45,0.000,0.000,0.000,0.000
01-06-2016 04:50,0.000,0.000,0.000,0.000
01-06-2016 04:55,0.000,0.000,0.000,0.000
01-06-2016 05:00,0.000,0.000,0.000,0.000
01-06-2016 05:05,0.000,0.000,0.000,0.000
01-06-2016 05:10,0.000,0.000,0.000,0.000
01-06-2016 05:15,0.000,0.000,0.000,0.000
01-06-2016 05:20,0.000,0.000,0.000,0.000
01-06-2016 05:25,0.000,0.000,0.000,0.000
01-06-2016 05:30,0.000,0.000,0.000,0.000
01-06-2016 05:35,0.000,0.000,0.000,0.000
01-06-2016 05:40,0.000,0.000,0.000,0.000
01-06-2016 05:45,0.000,0.000,0.000,0.000
01-06-2016 05:50,0.000,0.000,0.000,0.000
01-06-2016 05:55,0.000,0.000,0.000,0.000
01-06-2016 06:00,0.000,0.000,0.000,0.000
01-06-2016 06:05,0.000,0.000,0.000,0.000
01-06-2016 06:10,0.000,0.000,0.000,0.000
01-06-2016 06:15,0.000,0.000,0.000,0.000
01-06-2016 06:20,0.000,0.000,0.000,0.000
01-06-2016 06:25,0.000,0.000,0.000,0.000
01-06-2016 06:30,0.000,0.000,0.000,0.000
01-06-2016 06:35,0.000,0.000,0.000,0.000
01-06-2016 06:40,0.000,0.000,0.000,0.000
01-06-2016 06:45,0.000,0.000,0.000,0.000
01-06-2016 06:50,0.000,0.000,0.000,0.000
01-06-2016 06:55,0.000,0.000,0.000,0.000
01-06-2016 07:00,0.000,0.000,0.000,0.000
01-06-2016 07:05,0.000,0.000,0.000,0.000
01-06-2016 07:10,0.000,0.000,0.000,0.000
01-06-2016 07:15,0.000,0.000,0.000,0.000
01-06-2016 07:20,0.000,0.000,0.000,0.000
01-06-2016 07:25,0.000,0.000,0.000,0.000
01-06-2016 07:30,0.000,0.000,0.000,0.000
01-06-2016 07:35,0.000,0.000,0.000,0.000
01-06-2016 07:40,0.000,0.000,0.000,0.000
01-06-2016 07:45,0.000,0.000,0.000,0.000
01-06-2016 07:50,0.000,0.000,0.000,0.000
01-06-2016 07:55,0.000,0.000,0.000,0.000
01-06-2016 08:00,0.000,0.000,0.000,0.000
01-06-2016 08:05,0.000,0.000,0.000,0.000
01-06-2016 08:10,0.000,0.000,0.000,0.000
01-06-2016 08:15,0.000,0.000,0.000,0.000
01-06-2016 08:20,0.000,0.000,0.000,0.000
01-06-2016 08:25,0.000,0.000,0.000,0.000
01-06-2016 08:30,0.000,0.000,0.000,0.000
01-06-2016 08:35,0.000,0.000,0.000,0.000
01-06-2016 08:40,0.000,0.000,0.000,0.000
01-06-2016 08:45,0.000,0.000,0.000,0.000
01-06-2016 08:50,0.000,0.000,0.000,0.000
01-06-2016 08:55,0.000,0.000,0.000,0.000
01-06-2016 09:00,0.000,0.000,0.000,0.000
01-06-2016 09:05,0.000,0.000,0.000,0.000
01-06-2016 09:10,0.000,0.000,0.000,0.000
01-06-2016 09:15,0.000,0.000,0.000,0.000
01-06-2016 09:20,0.000,0.000,0.000,0.000
01-06-2016 09:25,0.000,0.000,0.000,0.000
01-06-2016 09:30,0.000,0.000,0.000,0.000
01-06-2016 09:35,0.000,0.000,0.000,0.000
01-06-2016 09:40,0.000,0.000,0.000,0.000
01-06-2016 09:45,0.000,0.000,0.000,0.000
01-06-2016 09:50,0.000,0.000,0.000,0.000
01-06-2016 09:55,0.000,0.000,0.000,0.000
01-06-2016 10:00,0.000,0.000,0.000,0.000
01-06-2016 10:05,0.000,0.000,0.000,0.000
01-06-2016 10:10,0.000,0.000,0.000,0.000
01-06-2016 10:15,0.000,0.000,0.000,0.000
01-06-2016 10:20,0.000,0.000,0.000,0.000
01-06-2016 10:25,0.000,0.000,0.000,0.000
01-06-2016 10:30,0.000,0.000,0.000,0.000
01-06-2016 10:35,0.000,0.000,0.000,0.000
01-06-2016 10:40,0.000,0.000,0.000,0.000
01-06-2016 10:45,0.000,0.000,0.000,0.000
01-06-2016 10:50,0.000,0.000,0.000,0.000
01-06-2016 10:55,0.000,0.000,0.000,0.000
01-06-2016 11:00,0.000,0.000,0.000,0.000
01-06-2016 11:05,0.000,0.000,0.000,0.000
01-06-2016 11:10,0.000,0.000,0.000,0.000
01-06-2016 11:15,0.000,0.000,0.000,0.000
01-06-2016 11:20,0.000,0.000,0.000,0.000
01-06-2016 11:25,0.000,0.000,0.000,0.000
01-06-2016 11:30,0.000,0.000,0.000,0.000
01-06-2016 11:35,0.000,0.000,0.000,0.000
01-06-2016 11:40,0.000,0.000,0.000,0.000
01-06-2016 11:45,0.000,0.000,0.000,0.000
01-06-2016 11:50,0.000,0.000,0.000,0.000
01-06-2016 11:55,0.000,0.000,0.000,0.000
01-06-2016 12:00,0.000,0.000,0.000,0.000
01-06-2016 12:05,0.000,0.000,0.000,0.000
01-06-2016 12:10,0.000,0.000,0.000,0.000
01-06-2016 12:15,0.000,0.000,0.000,0.000
01-06-2016 12:20,0.000,0.000,0.000,0.000
01-06-2016 12:25,0.000,0.000,0.000,0.000
01-06-2016 12:30,0.000,0.000,0.000,0.000
01-06-2016 12:35,0.000,0.000,0.000,0.000
01-06-2016 12:40,0.000,0.000,0.000,0.000
01-06-2016 12:45,0.000,0.000,0.000,0.000
01-06-2016 12:50,0.000,0.000,0.000,0.000
01-06-2016 12:55,0.000,0.000,0.000,0.000
01-06-2016 13:00,0.000,0.000,0.000,0.000
01-06-2016 13:05,0.000,0.000,0.000,0.000
01-06-2016 13:10,0.000,0.000,0.000,0.005
01-06-2016 13:15,0.000,0.000,0.000,0.015
01-06-2016 13:20,0.000,0.000,0.000,0.030
01-06-2016 13:25,0.000,0.000,0.000,0.049
01-06-2016 13:30,0.000,0.000,0.000,0.072
01-06-2016 13:35,0.000,0.000,0.000,0.099
01-06-2016 13:40,0.000,0.000,0.000,0.127
01-06-2016 13:45,0.000,0.000,0.000,0.158
01-06-2016 13:50,0.000,0.000,0.000,0.191
01-06-2016 13:55,0.000,0.000,0.000,0.225
01-06-2016 14:00,0.000,0.000,0.000,0.260
01-06-2016 14:05,0.000,0.000,0.000,0.297
01-06-2016 14:10,0.000,0.000,0.000,0.334
01-06-2016 14:15,0.000,0.000,0.000,0.371
01-06-2016 14:20,0.000,0.000,0.000,0.409
01-06-2016 14:25,0.000,0.000,0.000,0.447
01-06-2016 14:30,0.000,0.000,0.000,0.485
01-06-2016 14:35,0.000,0.000,0.000,0.523
01-06-2016 14:40,0.000,0.000,0.000,0.561
01-06-2016 14:45,0.000,0.000,0.000,0.598
01-06-2016 14:50,0.000,0.000,0.000,0.635
01-06-2016 14:55,0.000,0.000,0.000,0.671
01-06-2016 15:00,0.000,0.000,0.000,0.707
01-06-2016 15:05,0.000,0.000,0.000,0.743
01-06-2016 15:10,0.000,0.000,0.000,0.771
01-06-2016 15:15,0.000,0.000,0.000,0.794
01-06-2016 15:20,0.000,0.000,0.000,0.810
01-06-2016 15:25,0.000,0.000,0.000,0.822
01-06-2016 15:30,0.000,0.000,0.000,0.829
01-06-2016 15:35,0.000,0.000,0.000,0.832
01-06-2016 15:40,0.000,0.000,0.000,0.832
01-06-2016 15:45,0.000,0.000,0.000,0.829
01-06-2016 15:50,0.000,0.000,0.000,0.823
01-06-2016 15:55,0.000,0.000,0.000,0.816
01-06-2016 16:00,0.000,0.000,0.000,0.807
01-06-2016 16:05,0.000,0.000,0.000,0.797
01-06-2016 16:10,0.000,0.000,0.000,0.786
01-06-2016 16:15,0.000,0.000,0.000,0.774
01-06-2016 16:20,0.000,0.000,0.000,0.761
01-06-2016 16:25,0.000,0.000,0.000,0.748
01-06-2016 16:30,0.000,0.000,0.000,0.734
01-06-2016 16:35,0.000,0.000,0.000,0.720
01-06-2016 16:40,0.000,0.000,0.000,0.706
01-06-2016 16:45,0.000,0.000,0.000,0.692
01-06-2016 16:50,0.000,0.000,0.000,0.678
01-06-2016 16:55,0.000,0.000,0.000,0.664
01-06-2016 17:00,0.000,0.000,0.000,0.651
01-06-2016 17:05,0.000,0.000,0.000,0.637
01-06-2016 17:10,0.000,0.000,0.000,0.624
01-06-2016 17:15,0.000,0.000,0.000,0.610
01-06-2016 17:20,0.000,0.000,0.000,0.598
01-06-2016 17:25,0.000,0.000,0.000,0.585
01-06-2016 17:30,0.000,0.000,0.000,0.573
01-06-2016 17:35,0.000,0.000,0.000,0.561
01-06-2016 17:40,0.000,0.000,0.000,0.549
01-06-2016 17:45,0.000,0.000,0.000,0.538
01-06-2016 17:50,0.000,0.000,0.000,0.526
01-06-2016 17:55,0.000,0.000,0.000,0.515
01-06-2016 18:00,0.000,0.000,0.000,0.505
01-06-2016 18:05,0.000,0.000,0.000,0.494
01-06-2016 18:10,0.000,0.000,0.000,0.484
01-06-2016 18:15,0.000,0.000,0.000,0.474
01-06-2016 18:20,0.000,0.000,0.000,0.464
01-06-2016 18:25,0.000,0.000,0.000,0.454
01-06-2016 18:30,0.000,0.000,0.000,0.445
01-06-2016 18:35,0.000,0.000,0.000,0.436
01-06-2016 18:40,0.000,0.000,0.000,0.427
01-06-2016 18:45,0.000,0.000,0.000,0.418
01-06-2016 18:50,0.000,0.000,0.000,0.410
01-06-2016 18:55,0.000,0.000,0.000,0.402
